city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Male,1,none,Graduate,STEM,0-2,>10000,Pvt Ltd,1,125,0.0
Other,0.5579999999999999,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,234,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,122,1.0
Other,0.527,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,2,80,1.0
Other,0.698,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,22,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,41,0.0
city_16,0.91,Male,0,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,2,32,1.0
Other,0.836,Male,1,none,Graduate,STEM,>=10,50-99,Funded Startup,1,85,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,1000-4999,NGO,3,31,1.0
city_103,0.92,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,never,23,0.0
Other,0.789,Male,1,part-time,Graduate,STEM,3-4,<10,Pvt Ltd,1,94,0.0
city_21,0.624,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,17,1.0
Other,0.925,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,2,78,1.0
city_103,0.92,Male,1,full-time,High School,STEM,5-9,>10000,Public Sector,1,78,0.0
Other,0.848,Male,1,none,Graduate,STEM,3-4,<10,Pvt Ltd,1,28,0.0
city_67,0.855,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,2,0.0
city_67,0.855,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,never,141,0.0
city_103,0.92,Female,1,none,Graduate,STEM,>=10,50-99,Early Stage Startup,1,72,0.0
Other,0.743,Male,1,none,Masters,STEM,5-9,10-49,Early Stage Startup,1,94,0.0
city_16,0.91,Male,1,full-time,Graduate,STEM,5-9,1000-4999,Pvt Ltd,1,146,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,4,44,0.0
city_67,0.855,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,202,0.0
Other,0.913,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,8,1.0
city_103,0.92,Male,1,none,Graduate,Business Degree,5-9,500-999,Pvt Ltd,1,36,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,46,0.0
city_16,0.91,Female,1,none,Graduate,Other,3-4,50-99,Pvt Ltd,1,146,0.0
city_103,0.92,Female,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,12,0.0
city_67,0.855,Female,1,none,Masters,Humanities,0-2,50-99,Pvt Ltd,1,57,0.0
city_103,0.92,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,3,148,0.0
Other,0.913,Male,0,none,Masters,STEM,>=10,>10000,Pvt Ltd,>4,80,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,1,68,0.0
city_160,0.92,Male,0,full-time,High School,STEM,3-4,50-99,Pvt Ltd,never,17,0.0
city_67,0.855,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,50,0.0
city_103,0.92,Female,1,none,Masters,STEM,>=10,>10000,Public Sector,>4,33,0.0
city_71,0.884,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,70,0.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,5000-9999,Pvt Ltd,1,145,0.0
city_11,0.55,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,153,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,133,1.0
city_103,0.92,Female,1,none,Graduate,STEM,>=10,50-99,Funded Startup,1,32,0.0
Other,0.762,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,2,67,0.0
city_71,0.884,Female,1,none,Graduate,STEM,3-4,500-999,Pvt Ltd,>4,55,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,>4,50,0.0
city_21,0.624,Male,0,none,High School,STEM,5-9,50-99,Pvt Ltd,1,126,0.0
city_16,0.91,Male,1,none,Graduate,Other,>=10,50-99,Pvt Ltd,4,146,0.0
city_114,0.926,Male,1,none,High School,STEM,>=10,100-500,Pvt Ltd,>4,6,0.0
city_160,0.92,Male,1,none,Graduate,Business Degree,>=10,1000-4999,Pvt Ltd,>4,98,0.0
Other,0.8959999999999999,Male,1,none,Phd,STEM,>=10,50-99,Pvt Ltd,>4,47,0.0
city_103,0.92,Female,0,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,86,0.0
city_103,0.92,Male,0,none,Phd,STEM,>=10,5000-9999,NGO,>4,7,0.0
Other,0.939,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,35,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,2,24,1.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,40,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,never,37,0.0
Other,0.913,Other,1,part-time,Graduate,STEM,5-9,>10000,Pvt Ltd,1,145,1.0
city_75,0.939,Male,1,none,Graduate,STEM,5-9,50-99,Funded Startup,4,52,0.0
Other,0.847,Male,1,full-time,Graduate,STEM,>=10,5000-9999,Pvt Ltd,1,9,0.0
city_11,0.55,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,78,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,18,0.0
city_73,0.754,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,124,1.0
Other,0.6890000000000001,Female,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,125,0.0
city_16,0.91,Male,0,full-time,High School,STEM,3-4,<10,Early Stage Startup,1,66,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,500-999,Pvt Ltd,1,32,1.0
city_21,0.624,Male,0,none,Graduate,STEM,>=10,>10000,Pvt Ltd,3,34,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,74,0.0
city_73,0.754,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,128,1.0
Other,0.767,Male,0,full-time,Graduate,STEM,3-4,10-49,Early Stage Startup,1,52,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,34,1.0
Other,0.865,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,3,14,0.0
city_21,0.624,Male,1,none,Graduate,Business Degree,>=10,50-99,Pvt Ltd,>4,68,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,53,0.0
Other,0.843,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,56,0.0
city_103,0.92,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,38,0.0
city_114,0.926,Male,0,full-time,High School,STEM,>=10,10-49,Pvt Ltd,1,34,0.0
Other,0.899,Male,1,part-time,Graduate,STEM,5-9,50-99,Public Sector,>4,46,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,2,67,1.0
Other,0.743,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,>4,105,0.0
city_75,0.939,Female,1,none,Graduate,Humanities,3-4,50-99,Funded Startup,1,100,0.0
city_75,0.939,Male,0,none,Masters,Other,>=10,50-99,Pvt Ltd,>4,92,0.0
city_103,0.92,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,73,1.0
Other,0.923,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,4,15,1.0
city_160,0.92,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,never,44,0.0
city_160,0.92,Male,0,none,Graduate,Humanities,>=10,500-999,Pvt Ltd,1,40,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,2,96,1.0
city_16,0.91,Male,1,part-time,High School,STEM,3-4,<10,Pvt Ltd,1,16,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,2,34,0.0
city_104,0.924,Other,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,1,80,0.0
city_103,0.92,Male,1,none,High School,STEM,5-9,10-49,Funded Startup,1,80,0.0
city_114,0.926,Male,1,none,Masters,STEM,5-9,100-500,Funded Startup,1,18,0.0
city_104,0.924,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,4,166,0.0
Other,0.893,Male,1,none,Masters,STEM,>=10,100-500,NGO,1,32,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,>4,198,0.0
city_67,0.855,Male,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,2,76,1.0
city_11,0.55,Male,0,none,Primary School,STEM,0-2,50-99,Pvt Ltd,1,216,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,2,47,0.0
Other,0.698,Male,1,full-time,Masters,STEM,>=10,100-500,Pvt Ltd,1,33,0.0
Other,0.843,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,1,56,0.0
city_16,0.91,Male,1,part-time,Masters,STEM,>=10,50-99,Funded Startup,1,284,0.0
Other,0.836,Male,0,full-time,High School,STEM,5-9,100-500,Pvt Ltd,1,45,0.0
city_100,0.887,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,3,31,1.0
Other,0.527,Male,1,none,Graduate,Other,>=10,50-99,Pvt Ltd,1,146,1.0
city_136,0.897,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,>4,48,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,28,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,77,0.0
Other,0.949,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,3,58,0.0
city_103,0.92,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,56,0.0
Other,0.836,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,4,12,0.0
Other,0.698,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,26,0.0
city_16,0.91,Male,1,none,High School,STEM,>=10,50-99,Pvt Ltd,1,70,1.0
city_21,0.624,Male,0,none,Graduate,Humanities,5-9,50-99,Pvt Ltd,1,19,1.0
city_103,0.92,Male,0,full-time,Masters,STEM,5-9,50-99,Pvt Ltd,>4,36,1.0
city_73,0.754,Male,1,part-time,Graduate,STEM,3-4,100-500,Pvt Ltd,never,127,1.0
Other,0.899,Male,0,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,>4,92,0.0
city_73,0.754,Male,1,part-time,Graduate,STEM,5-9,10-49,Public Sector,1,158,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,5000-9999,Other,>4,53,0.0
Other,0.939,Male,0,full-time,Graduate,STEM,5-9,500-999,Public Sector,1,10,0.0
city_103,0.92,Male,1,none,Graduate,STEM,3-4,10-49,Pvt Ltd,3,29,1.0
city_114,0.926,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,>4,26,0.0
city_103,0.92,Male,1,none,Masters,Humanities,>=10,5000-9999,NGO,>4,40,0.0
city_73,0.754,Male,1,full-time,Masters,STEM,5-9,50-99,Pvt Ltd,2,29,0.0
city_21,0.624,Male,1,none,Masters,STEM,3-4,50-99,Early Stage Startup,1,144,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Public Sector,2,60,0.0
city_103,0.92,Male,0,none,Phd,STEM,5-9,1000-4999,Public Sector,1,39,1.0
city_21,0.624,Male,1,full-time,Graduate,STEM,>=10,>10000,Pvt Ltd,1,53,0.0
city_114,0.926,Male,1,part-time,Graduate,STEM,5-9,100-500,Funded Startup,1,57,0.0
Other,0.738,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,70,1.0
Other,0.843,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,2,0.0
Other,0.767,Female,1,none,Masters,STEM,>=10,10-49,Early Stage Startup,4,84,0.0
city_103,0.92,Male,1,full-time,Graduate,STEM,5-9,10-49,Public Sector,1,36,1.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,500-999,Funded Startup,2,99,0.0
Other,0.698,Male,1,full-time,Masters,STEM,5-9,50-99,Pvt Ltd,1,45,1.0
city_21,0.624,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,26,1.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,1,38,1.0
Other,0.8959999999999999,Male,1,none,Masters,STEM,>=10,50-99,NGO,2,34,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,2,4,0.0
city_103,0.92,Male,1,none,Graduate,Humanities,>=10,50-99,Pvt Ltd,4,69,1.0
city_21,0.624,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,>4,11,1.0
city_21,0.624,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,never,111,0.0
city_102,0.804,Male,0,none,Primary School,STEM,5-9,10-49,Pvt Ltd,1,94,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,1,20,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,never,21,0.0
city_103,0.92,Male,1,none,Masters,STEM,3-4,50-99,Pvt Ltd,1,109,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,1,146,1.0
city_21,0.624,Male,0,full-time,Graduate,STEM,0-2,50-99,Public Sector,1,80,1.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,5000-9999,Pvt Ltd,4,28,0.0
city_103,0.92,Male,0,none,High School,STEM,0-2,50-99,Pvt Ltd,never,42,0.0
city_11,0.55,Male,1,none,Graduate,STEM,3-4,10-49,Pvt Ltd,1,5,0.0
Other,0.698,Male,0,full-time,Graduate,STEM,5-9,500-999,Pvt Ltd,1,196,0.0
city_21,0.624,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,28,1.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,10-49,Funded Startup,1,39,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,18,0.0
Other,0.579,Male,1,part-time,Graduate,STEM,>=10,50-99,Funded Startup,2,48,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,20,1.0
city_21,0.624,Male,1,none,Masters,STEM,3-4,100-500,Pvt Ltd,1,9,1.0
city_103,0.92,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,17,0.0
city_136,0.897,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,5,0.0
city_21,0.624,Male,1,none,Graduate,STEM,0-2,5000-9999,Pvt Ltd,1,68,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,1,29,0.0
city_114,0.926,Male,0,none,Phd,STEM,>=10,>10000,Public Sector,2,54,0.0
city_103,0.92,Male,1,none,Graduate,Business Degree,5-9,<10,Pvt Ltd,1,25,0.0
Other,0.647,Male,1,none,Masters,STEM,5-9,1000-4999,Pvt Ltd,4,21,0.0
city_16,0.91,Male,1,none,High School,STEM,5-9,50-99,Pvt Ltd,never,156,0.0
city_16,0.91,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,90,1.0
Other,0.698,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,never,42,0.0
city_114,0.926,Male,1,full-time,Graduate,STEM,5-9,10-49,Early Stage Startup,4,53,0.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,4,4,0.0
city_114,0.926,Male,0,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,never,15,0.0
city_102,0.804,Male,1,part-time,Masters,STEM,>=10,500-999,Pvt Ltd,2,36,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,3-4,10-49,Early Stage Startup,3,142,0.0
Other,0.795,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,28,1.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,56,1.0
city_136,0.897,Male,0,part-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,38,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,21,0.0
city_21,0.624,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,4,4,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,3,83,0.0
Other,0.925,Male,0,none,Phd,STEM,>=10,10-49,Pvt Ltd,>4,69,0.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,2,33,0.0
Other,0.691,Male,1,none,Graduate,STEM,5-9,100-500,Public Sector,1,51,1.0
Other,0.895,Male,1,none,Phd,STEM,>=10,50-99,Pvt Ltd,>4,50,0.0
city_103,0.92,Male,1,none,Graduate,Other,5-9,50-99,Pvt Ltd,>4,192,1.0
Other,0.913,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,1,84,0.0
Other,0.913,Male,1,none,High School,STEM,>=10,10-49,Early Stage Startup,>4,96,0.0
city_104,0.924,Male,1,none,Masters,STEM,5-9,100-500,NGO,1,34,0.0
city_160,0.92,Male,0,none,Phd,STEM,>=10,50-99,Pvt Ltd,>4,20,1.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,10-49,Early Stage Startup,1,254,0.0
Other,0.89,Male,1,none,Graduate,STEM,5-9,500-999,Pvt Ltd,>4,36,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,2,150,0.0
city_102,0.804,Male,0,none,High School,STEM,>=10,50-99,Pvt Ltd,>4,125,0.0
Other,0.74,Male,0,none,Graduate,STEM,3-4,<10,Early Stage Startup,never,228,1.0
Other,0.923,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,102,0.0
Other,0.802,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,18,1.0
city_103,0.92,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,200,0.0
city_73,0.754,Male,1,part-time,High School,STEM,3-4,50-99,Pvt Ltd,1,57,0.0
city_11,0.55,Male,1,none,Graduate,STEM,3-4,100-500,Pvt Ltd,2,80,0.0
city_103,0.92,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,78,0.0
Other,0.698,Female,0,none,Masters,STEM,5-9,500-999,NGO,1,12,0.0
city_75,0.939,Male,1,none,Masters,STEM,5-9,50-99,Funded Startup,1,30,0.0
city_21,0.624,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,44,1.0
Other,0.8959999999999999,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,4,69,0.0
city_103,0.92,Male,1,full-time,High School,STEM,5-9,<10,Pvt Ltd,1,81,0.0
city_114,0.926,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,11,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,<10,Early Stage Startup,3,15,0.0
city_21,0.624,Male,0,full-time,Masters,STEM,3-4,50-99,Pvt Ltd,never,163,0.0
Other,0.527,Male,1,full-time,Masters,STEM,5-9,5000-9999,Public Sector,never,176,0.0
city_104,0.924,Male,1,none,Graduate,Business Degree,>=10,50-99,Pvt Ltd,2,42,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,9,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,21,1.0
city_114,0.926,Male,0,full-time,Graduate,STEM,0-2,10-49,Public Sector,2,51,1.0
city_114,0.926,Male,0,full-time,High School,STEM,5-9,>10000,Pvt Ltd,1,2,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,<10,Early Stage Startup,1,23,0.0
Other,0.698,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,4,43,0.0
city_21,0.624,Male,0,none,Graduate,STEM,0-2,<10,Pvt Ltd,2,34,1.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,1,32,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,never,6,0.0
city_16,0.91,Male,1,none,Graduate,Humanities,>=10,50-99,Pvt Ltd,1,102,0.0
Other,0.698,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,never,132,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,2,56,1.0
city_73,0.754,Female,0,none,Masters,Business Degree,>=10,50-99,Pvt Ltd,3,13,1.0
city_16,0.91,Male,0,full-time,Graduate,STEM,0-2,1000-4999,Other,1,260,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,72,1.0
Other,0.762,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,54,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,143,0.0
Other,0.939,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,34,0.0
Other,0.878,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,>4,11,0.0
Other,0.789,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,never,25,0.0
city_103,0.92,Female,0,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,106,1.0
Other,0.843,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,37,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,>4,33,0.0
Other,0.8959999999999999,Male,1,part-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,80,0.0
Other,0.763,Male,1,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,206,0.0
city_114,0.926,Male,1,part-time,Graduate,STEM,3-4,100-500,Pvt Ltd,1,31,0.0
city_103,0.92,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,15,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,2,42,0.0
Other,0.763,Female,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,51,1.0
city_73,0.754,Female,0,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,56,0.0
Other,0.913,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,2,17,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,46,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,50-99,Funded Startup,1,61,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,5000-9999,Pvt Ltd,1,11,0.0
city_103,0.92,Male,1,none,Graduate,Business Degree,>=10,5000-9999,Pvt Ltd,1,106,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,2,236,0.0
Other,0.866,Male,1,none,Graduate,STEM,>=10,<10,Early Stage Startup,1,58,0.0
city_16,0.91,Male,0,none,High School,STEM,>=10,50-99,Pvt Ltd,never,42,0.0
Other,0.789,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,26,0.0
city_114,0.926,Male,1,full-time,Graduate,STEM,>=10,10-49,Early Stage Startup,2,37,0.0
Other,0.895,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,>4,20,0.0
city_114,0.926,Male,1,none,High School,STEM,>=10,<10,Pvt Ltd,1,85,0.0
city_103,0.92,Male,1,part-time,Masters,Arts,3-4,50-99,Pvt Ltd,1,40,1.0
city_103,0.92,Female,0,full-time,Masters,STEM,>=10,>10000,Public Sector,2,155,0.0
city_16,0.91,Female,1,none,Graduate,Humanities,0-2,50-99,Funded Startup,1,147,0.0
city_102,0.804,Male,0,none,Phd,STEM,>=10,10-49,Pvt Ltd,2,188,0.0
city_103,0.92,Male,1,none,Phd,STEM,>=10,10-49,Early Stage Startup,1,174,1.0
Other,0.479,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,155,0.0
Other,0.698,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,31,1.0
Other,0.802,Male,0,none,High School,STEM,0-2,50-99,Pvt Ltd,2,40,1.0
city_11,0.55,Male,1,full-time,Masters,STEM,3-4,50-99,Pvt Ltd,1,67,0.0
city_21,0.624,Female,1,full-time,Masters,STEM,5-9,500-999,Pvt Ltd,2,69,1.0
city_21,0.624,Male,1,full-time,Graduate,STEM,0-2,500-999,Pvt Ltd,1,24,0.0
Other,0.878,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,36,0.0
city_103,0.92,Male,1,full-time,Masters,STEM,5-9,50-99,Public Sector,never,125,1.0
Other,0.939,Male,0,none,Masters,STEM,3-4,50-99,Pvt Ltd,1,18,0.0
Other,0.743,Male,1,part-time,Graduate,Other,3-4,<10,Pvt Ltd,1,334,1.0
city_136,0.897,Male,1,full-time,Masters,STEM,5-9,50-99,NGO,1,17,0.0
city_16,0.91,Male,1,full-time,Graduate,STEM,0-2,10-49,Pvt Ltd,1,36,0.0
Other,0.698,Female,1,none,Graduate,Business Degree,3-4,10-49,Funded Startup,4,4,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,>10000,Pvt Ltd,4,102,0.0
Other,0.84,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,47,0.0
Other,0.698,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,13,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,77,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,14,0.0
Other,0.6659999999999999,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,38,0.0
city_103,0.92,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,1,70,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,40,1.0
city_103,0.92,Male,1,full-time,Graduate,STEM,3-4,100-500,Pvt Ltd,2,80,0.0
Other,0.738,Male,0,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,never,48,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,4,156,1.0
city_21,0.624,Male,1,full-time,Masters,STEM,5-9,100-500,Pvt Ltd,4,75,0.0
city_73,0.754,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,5,0.0
city_21,0.624,Female,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,78,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,3,2,0.0
city_114,0.926,Male,1,none,Masters,STEM,3-4,50-99,Pvt Ltd,1,7,1.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,>4,24,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,83,0.0
city_103,0.92,Male,0,none,Phd,STEM,>=10,>10000,Pvt Ltd,2,148,0.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,>4,78,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,78,0.0
